link,text,date,No_of_likes,No_of_comments
https://twitter.com/ShreshthUp/status/1737816208567894356#m,"Delhi से Lucknow तक हलचल, UP में BJP की बड़े फेरबदल की Preparation | Loksabha Election | SHRESHTH UP https://invidious.perennialte.ch/shorts/vb6qmdWFWWo #shreshthuttarpradesh #delhi #election2024 #loksabhaelection2024 #chunav #lucknow #up #bjp #cmyogi #transfer #civil #uppolice","Dec 21, 2023 · 12:44 PM UTC",3,0
https://twitter.com/EconomicTimes/status/1739211881577857095#m,"West Bengal, Telangana & Odisha in focus as #AmitShah takes charge for #LokSabha polls https://economictimes.indiatimes.com/news/elections/lok-sabha/india/west-bengal-telangana-odisha-in-focus-as-amit-shah-takes-charge-for-lok-sabha-polls/articleshow/106254775.cms","Dec 25, 2023 · 9:10 AM UTC",11,0
https://twitter.com/stallion317/status/1739215595667939457#m,"Sir whats your view, Do u feel mva has an upper hand in lok sabha and may sweep it ? At present as you say it fully messed up","Dec 25, 2023 · 9:24 AM UTC",0,1
https://twitter.com/Purohit1910/status/1738840143107330088#m,@cpjoshiBJP ji aapne lok sabha Mei rajesthanni bhasa ka muda uthaya uske liye aap ko dil se bahut - bahut dhanyawad ji 🙏🇮🇳🙏,"Dec 24, 2023 · 8:32 AM UTC",0,0
https://twitter.com/GulistanNewsTV/status/1739215043470741706#m,"J&K #Congress leaders to meet Kharge, discuss #LokSabha election preparations @INCIndia @INCJammuKashmir","Dec 25, 2023 · 9:22 AM UTC",2,0
https://twitter.com/Dixit_0511/status/1738869758882455748#m,"Birthday wishes to Shri @AnubhavMohanty_ ji , Lok Sabha MP from Kendrapara(Odisha). May God bestow upon you good health and a long life. Wish you success in all your endeavours as you continue to work for the people of the country. 🎂🎂","Dec 24, 2023 · 10:30 AM UTC",6,1
https://twitter.com/gasdoc2001/status/1739214706362192158#m,"People are in support of corrupt dynasty sister & brother duo to contest Lok Sabha election from UP, because they are eagerly waiting for their defeat so that true democracy of merit or Ganatantra prevail & Rajatantra finished once for all. #ModiKiGurantee #ModiHaiToMumkinHai","Dec 25, 2023 · 9:21 AM UTC",0,0
https://twitter.com/sunshmi/status/1739214661613134003#m,Congress won Sikkim lok sabha seat unopposed in 1977 immediately after accession to Bharat. There after only regional parties wins....,"Dec 25, 2023 · 9:21 AM UTC",1,0
https://twitter.com/NishitDoshi144/status/1739214566826123466#m,#INDIA bloc infighting continues to remain worse. #Politics #TamilNadu #Bihar #UttarPradesh #LokSabha #Election #Mahagathbandhan,"Dec 25, 2023 · 9:20 AM UTC",0,0
https://twitter.com/PooshonB/status/1739214419748630990#m,"So you believe Pulwama was an inside job? And the central government will kill it's own soldiers, again, to win the next Lok Sabha?","Dec 25, 2023 · 9:20 AM UTC",2,1
https://twitter.com/Loksabhael52086/status/1739214201363796215#m,Congress zero...it can relax happily with 35% votes..it is not coming back to power in next 40-50 yrs,"Dec 25, 2023 · 9:19 AM UTC",0,1
https://twitter.com/vkohli77n/status/1739213949156090139#m,Pls. visit 1000 temples and work with BJP to light the lamp of #SantanaDharma in 1Crore homes in Karnataka before Loksabha polls.,"Dec 25, 2023 · 9:18 AM UTC",0,0
https://twitter.com/btvnewslive/status/1739213820663631956#m,ಬೀದರ್ ಲೋಕಸಭೆಗೆ ನಾನು ಟಿಕೆಟ್ ಆಕಾಂಕ್ಷಿ: ಬಿಜೆಪಿ ಮುಖಂಡ ಗುರುನಾಥ ಕೊಳ್ಳುರ್..! https://btvkannada.com/I-am-aspiring-for-Bidar-Lok-Sabha-ticket-BJP-leader-Gurunath-Kollur #KannadaNews #BreakingNews #BreakingNewsinKannada #KannadaLiveTv #LatestNews #KarnatakaNews #aspiring #Bidar #LokSabha #ticket #BJP #leader #Gurunath #Kollur,"Dec 25, 2023 · 9:17 AM UTC",0,0
https://twitter.com/NareshK05814708/status/1739213819568853240#m,Its very clear now that BJP and BRS will be fighting together the loksabha election against Congress in Telangana as BRS also has learnt a lesson from the defeat not to ignore BJP and also consolidation of one community votes in favour of Congress which also led to defeat of BRS,"Dec 25, 2023 · 9:17 AM UTC",0,0
https://twitter.com/AonlaLoksabha/status/1739213722219073541#m,"नशे में दी गाली, विरोध किया तो गोली मारकर हत्या:बदायूं में मारपीट के दौरान खींचतान में तमंचे से की फायरिंग, हमलावर भी घायल #uttarpradesh #bareilly #aonla #badaun #socialwork #India #advocate #society #change #education #politics #up #Bharat #villages #rural #agriculture","Dec 25, 2023 · 9:17 AM UTC",0,0
https://twitter.com/Hsingh180981/status/1739213361726771452#m,@narendramodi ji might get over 350 seats in next Lok Sabha elections and states where regional parties were good will be surprised by the results they get because of being with Congress.,"Dec 25, 2023 · 9:15 AM UTC",0,0
https://twitter.com/jkmediasocial/status/1739213275043148115#m,"J&K Congress leaders to meet with Congress leadership tomorrow at AICC HQs to discuss the election preparedness for Lok Sabha, Congress president Mallikarjun Kharge, party leaders Rahul Gandhi, KC Venugopal will be in present in the meeting. #JammuKashmir","Dec 25, 2023 · 9:15 AM UTC",4,0
https://twitter.com/MaheshDhruva8/status/1738917408600137828#m,Maharashtra Lok Sabha : 2024 ABP-C Voter Survey Maharashtra Maharashtra-48 seats Mahavikas Aghadi 26 to 28 seats Mahayuti 19 to 21 seats Others 0 to 2 seats #Maharashtra Maha Vikas is seen from the front. BJP is on the back foot due to taking on Shinde group and Ajit Pawar.,"Dec 24, 2023 · 1:39 PM UTC",8,0
https://twitter.com/capita1ism/status/1739212408873525476#m,Ab ki baar 400 paar #LokSabha #bjp,"Dec 25, 2023 · 9:12 AM UTC",0,0
https://twitter.com/suhas_gangawane/status/1739211773696454910#m,Prakash ambedkar Ji Jay bhim aache jagruti kar rahe ho evidence ke sath God bless you whatsup or call no 9021295833 vanchit bhujan aagadi taluka karjat district ahmednagar Maharashtra India aap please 48seat par loksabha election ladhaye esime aapki bhalahi hai,"Dec 25, 2023 · 9:09 AM UTC",1,0
https://twitter.com/SwarajyaMag/status/1739200164584370627#m,BJP leaders Amit Shah and JP Nadda to oversee preparations for Lok Sabha polls in Kolkata. SWOT analysis reveals organisational weaknesses but opportunities to tap into public anger with the ruling Trinamool party. @joyincal09 https://swarajyamag.com/politics/what-awaits-amit-shah-in-bengal-as-he-sets-a-target-to-win-35-seats-in-2024,"Dec 25, 2023 · 8:23 AM UTC",11,1
https://twitter.com/JP_Chadda/status/1739211980039442676#m,Maa loksabha nhi ladegi,"Dec 25, 2023 · 9:10 AM UTC",1,0
https://twitter.com/Suniti4BJP/status/1739211739458355348#m,भवानीपाटना भाजपा कार्यालय मैं अटल बिहारी वाजपेयी जी की जयंती पालन.... Loksabha :Kalahandi Assembly : Bhawanipatna @BJP4Odisha @AmitShah @drsudhayadavBJP @JPNadda @narendramodi @SamalManmohan7 @sunilbansalbjp,"Dec 25, 2023 · 9:09 AM UTC",2,0
https://twitter.com/ShashiTharoor/status/1738965458290892804#m,My letter yesterday to the Hon Lok Sabha Speaker @ombirlakota on the incident:,"Dec 24, 2023 · 4:50 PM UTC",173,14
https://twitter.com/siddaramaiah/status/1738476337382527086#m,"I thank AICC President Shri Mallikarjun @kharge for appointing me as a member of the Congress Party's Manifesto Drafting Committee for the upcoming Lok Sabha elections. Today, people across the country recognize our government's 'Karnataka Model' of governance as a non-partisan benchmark. Being given the opportunity in the manifesto drafting is an honor I perceive as AICC's recognition of this 'Karnataka Model of Governance'. A party's manifesto is not just a list of promises to the voters; it is a commitment we make to the people and implementing it is the true essence of governance. Our previous government had implemented more than 95% of the promises in the manifesto, providing equal opportunity and balanced development, thereby earning the trust of the people. The current government is also advancing on the same path. I hope that in the coming days, the people of the country will also benefit from the advantages of the Karnataka Model of Governance. I am thankful to the senior leaders of the party, Smt Sonia Gandhi and Shri @RahulGandhi, for supporting all my welfare and infrastructure initiatives.","Dec 23, 2023 · 8:27 AM UTC",3366,382
https://twitter.com/Loksabhael52086/status/1739211518573777031#m,But Congress dont have any ideology right Earlier it used to say Na jat padh na dharm padh Vote padegi haath padh.. Now the same Congress is crying about caste census.. So where is the ideology,"Dec 25, 2023 · 9:08 AM UTC",0,1
https://twitter.com/AonlaLoksabha/status/1739211290235883909#m,बदायूं में डिप्टी सीएम बोले-हवाई अड्डा बनवाएंगे #uttarpradesh #bareilly #aonla #badaun #socialwork #India #advocate #society #change #education #politics #up #Bharat #villages #rural #agriculture #development,"Dec 25, 2023 · 9:07 AM UTC",0,0
https://twitter.com/Loksabhael52086/status/1739211118642684346#m,Bjp people left counting centres too early..due to fear of political violence,"Dec 25, 2023 · 9:06 AM UTC",1,1
https://twitter.com/DrNiranthar/status/1739210686016954852#m,"Thrilled to share that the Wellness Development Health Camp initiative by Modi ji was successfully held in the Malleswaram Assembly constituency of Bangalore North Lok Sabha constituency, in collaboration with CANS Multispeciality Hospital. #ModiWellnessHealthCamp #Malleswaram","Dec 25, 2023 · 9:05 AM UTC",0,1
https://twitter.com/Pranjalmalakar_/status/1739210549257503188#m,"#Loksabha Only two of the 15 Directors on the Board of the National Scheduled Castes Finance and Development Corporation (NSFDC) are from Scheduled Caste communities, house panel bats for representation.","Dec 25, 2023 · 9:04 AM UTC",0,0
https://twitter.com/thewirehindi/status/1738779029501616605#m,शीतकालीन सत्र में निलंबित सांसदों द्वारा पूछे गए 264 प्रश्न संसद की कार्यवाही से हटाए गए #MPsquestions #LokSabha #ModiGovt #RajyaSabha #सासंदोंकेप्रश्न #लोकसभा #मोदीसरकार #राज्यसभा https://thewirehindi.com/264382/264-questions-raised-by-suspended-opposition-mps-deleted-from-records/,"Dec 24, 2023 · 4:30 AM UTC",227,13
https://twitter.com/ABPNews/status/1739177088874336567#m,"WATCH | लोकसभा चुनाव को लेकर यूपी का ओपिनियन पोल, जानें यूपी में BJP को मिलेंगी कितनी सीट? देखिए '12 से 2- पॉलिटिकल शो' @vivekstake के साथ https://abplive.com/live-tv #AbpCVoter #OponionPolls #Loksabha #UttarPradesh","Dec 25, 2023 · 6:51 AM UTC",13,2
https://twitter.com/suhas_gangawane/status/1739209772929540558#m,Prakash ambedkar Ji Jay bhim aache jagruti kar rahe ho evidence ke sath God bless you whatsup or call no 9021295833 vanchit bhujan aagadi taluka karjat district ahmednagar Maharashtra India AAP please 48 seat loksabha election ladhaye esime aapki bhalahi hai,"Dec 25, 2023 · 9:01 AM UTC",0,0
https://twitter.com/loksabhaspeaker/status/1739126301833978240#m,"Birthday wishes to Shri Manoj Kishorbhai Kotak Ji, Lok Sabha MP from Mumbai-North-East(Maharashtra). I pray for your long and healthy life.  लोक सभा खासदार श्री मनोज किशोरभाई कोटक यांना वाढदिवसाच्या हार्दिक शुभेच्छा. मी आपल्या निरामय दीर्घायुष्याची कामना करतो. @manoj_kotak","Dec 25, 2023 · 3:29 AM UTC",9,2
https://twitter.com/theinquilabin/status/1739209370234433605#m,لوک سبھا میں منظورکردہ تقریباً نصف بلوں پر۲؍ گھنٹے سے بھی کم بحث ہوئی https://www.inquilab.com/news/articles/almost-half-of-the-bills-passed-in-the-lok-sabha-were-debated-for-less-than-2-hours-53192 #InquilabNews #NewsUpdate #LokSabha #UrduNews,"Dec 25, 2023 · 9:00 AM UTC",0,0
https://twitter.com/INCTharoorian/status/1739209285924422064#m,"The Home Minister’s stubborn refusal to attend the House and speak, even if only to convey in the Lok Sabha what he is currently stating in the press, is at the heart of the current dispute. Had he done so, the dispute would have been resolved, and the crisis defused.","Dec 25, 2023 · 8:59 AM UTC",2,1
https://twitter.com/ABPNews/status/1739185878986367305#m,WATCH | क्या चुनाव से पहले JDU और BJP को साथ देख सकते हैं? वरिष्ठ पत्रकार राकेश शुक्ला से समझिए! देखिए '12 से 2- पॉलिटिकल शो' @vivekstake के साथ https://abplive.com/live-tv #AbpCVoter #OponionPolls #Loksabha #Bihar,"Dec 25, 2023 · 7:26 AM UTC",11,3
https://twitter.com/Motabhai012/status/1739190984788058605#m,When your effort to make upcoming Lok Sabha elections a Hindu-Muslim issue fails ! Must watch,"Dec 25, 2023 · 7:46 AM UTC",11,1
https://twitter.com/bharatiya_atma/status/1739208493222047993#m,"Likely impact limited to his region, doesn't translate beyond KN & Hyd KN. But Lok Sabha elections very different from Assembly elections, so numbers may not always add up.","Dec 25, 2023 · 8:56 AM UTC",0,1
https://twitter.com/ani_digital/status/1739065817851912217#m,"""BJP will win 400 plus seats in 2024 Lok Sabha polls"": Union Minister Gajendra Singh Shekhawat Read @ANI Story | https://aninews.in/news/national/politics/bjp-will-win-400-plus-seats-in-2024-lok-sabha-polls-union-minister-gajendra-singh-shekhawat20231224232615/ #BJP #LokSabha #gajendrasinghshekhawat","Dec 24, 2023 · 11:29 PM UTC",279,7
https://twitter.com/1stIndiaNews/status/1739207965394276655#m,"लोकसभा अध्यक्ष ओम बिरला आज हरिद्वार दौरे पर हरिद्वार में आध्यात्मिक महोत्सव में सम्मिलित हुए स्पीकर बिरला, हरिहर आश्रम में हो रहा है आध्यात्मिक महोत्सव का आयोजन, कार्यक्रम के बाद आज ही... #LokSabha #FirstIndiaNews @ombirlakota","Dec 25, 2023 · 8:54 AM UTC",16,0
https://twitter.com/IndianExpress/status/1739207706739912988#m,"#PoliticalPulse | ‘Sabke Ram’ pitch to ‘Akshat’ campaign, Sangh Parivar steps up for Ayodhya Temple as BJP gets Lok Sabha theme song @vikaspathak76 reports https://indianexpress.com/article/political-pulse/ram-temple-ayodhya-sangh-parivar-akshat-campaign-bjp-lok-sabha-theme-song-9082029/","Dec 25, 2023 · 8:53 AM UTC",8,0
https://twitter.com/ANI/status/1739144850627559450#m,"J&K Congress leaders to meet with Congress leadership tomorrow at AICC HQs to discuss the election preparedness for Lok Sabha, Congress president Mallikarjun Kharge, party leaders Rahul Gandhi, KC Venugopal will be in present in the meeting.","Dec 25, 2023 · 4:43 AM UTC",46,5
https://twitter.com/ABPNews/status/1739200810393997319#m,WATCH | पंजाब के ओपिनियन पोल पर बोले परगट सिंह- 'पंजाब में कांग्रेस की सीट बढ़ेगी' देखिए '12 से 2- पॉलिटिकल शो' @vivekstake के साथ https://abplive.com/live-tv #AbpCVoter #OponionPolls #Loksabha #Punjab,"Dec 25, 2023 · 8:26 AM UTC",14,0
https://twitter.com/ANI/status/1739168424872575194#m,"Correction | Delhi: Prime Minister Narendra Modi, Lok Sabha Speaker Om Birla, Rajya Sabha Deputy Chairman Harivansh, Defence Minister Rajnath Singh, BJP national president JP Nadda and other leaders pay tribute to Pandit Madan Mohan Malaviya at Samvidhan Sadan*, on his birth anniversary.","Dec 25, 2023 · 6:17 AM UTC",65,0
https://twitter.com/Chetan12061979/status/1739207148192587878#m,2024 Lok Sabha elections ke baad Mimicry ka hi kaam reh jaega. Keep practicing. Congress Mukt Bharat tay hai,"Dec 25, 2023 · 8:51 AM UTC",0,0
https://twitter.com/KDhanda02680443/status/1739036121127092409#m,"ABP CVoter Lok Sabha Opinion Poll 2024 Uttar Pradesh : 80 seats BJP+ : 73-75 | 49% Vote Share SP+ : 4-6 | 35% BSP : 0-2 | 5% In the 2024 Lok Sabha elections, the vote share of BSP will be around 10% and that of BJP will be more than 50%.@","Dec 24, 2023 · 9:31 PM UTC",5,1
https://twitter.com/md_farhan16/status/1737845605995778367#m,BREAKING Parliament Passes Bill On Election Commissioners Appointment; CJI Dropped From Selection Panel #LokSabha #ElectionCommission,"Dec 21, 2023 · 2:40 PM UTC",7,0
https://twitter.com/Chetan12061979/status/1739206849352573188#m,NDA will break all records this Lok Sabha elections. Abki baar 400 ke paar.,"Dec 25, 2023 · 8:50 AM UTC",1,0
https://twitter.com/SHESHMANI16664/status/1739206787478561037#m,Lok Sabha Passes Tax Laws (Second Amendment) Bill 2016 https://www.narendramodi.in/category/infographics via NaMo App,"Dec 25, 2023 · 8:49 AM UTC",0,0
https://twitter.com/Loksabhael52086/status/1739206323907309911#m,Niku is irrelevant in politics now..,"Dec 25, 2023 · 8:47 AM UTC",0,0
https://twitter.com/Loksabhael52086/status/1739205836894077057#m,Dont vote for bjp..they will give you plenty..this is the trend of current bjp..,"Dec 25, 2023 · 8:45 AM UTC",0,2
https://twitter.com/AmanTiw94359946/status/1739205795018076363#m,"95% villages in India have schools within 5 km, government tells Lok Sabha  https://timesofindia.indiatimes.com/india/95-villages-in-india-have-schools-within-5-km-government-tells-lok-sabha/articleshow/90353723.cms via NaMo App","Dec 25, 2023 · 8:45 AM UTC",0,0
https://twitter.com/PoliticalViewsO/status/1738912857503199247#m,ABP CVoter Lok Sabha Opinion Poll 2024 Maharashtra : 48 seats BJP+ : 19-21 | 37% Vote Share MVA : 26-28 | 41% OTH : 0-2 | 22% The survey is underestimating BJP in Maharashtra and seems to be giving more importance to SS(UBT) & NCP(S).,"Dec 24, 2023 · 1:21 PM UTC",293,14
https://twitter.com/rudhranandu/status/1739205626679673079#m,HM Amit Shah likely to visit Telangana on December 28th and discuss about Lok Sabha Elections with state leaders. The target is to win 10 out of 17 seats in Telangana. Discussion likely to be taken on Legislative Floor Leader in Assembly. #Telangana #Elections2024 #AmitShah,"Dec 25, 2023 · 8:45 AM UTC",0,0
https://twitter.com/VillageSqIndia/status/1738453023813144652#m,🌟Are you a political enthusiast looking to make your mark? The India Elects Fellowship by @isd2047 is YOUR chance to create an impact in the 2024 Lok Sabha #elections!🗳️ 🚨 Deadline: 25 Dec #ApplyNow https://www.villagesquare.in/india-elects-fellowship-isd-2024/ #Fellowship #Elections2024 #LoksabhaElection2024,"Dec 23, 2023 · 6:54 AM UTC",1,0
https://twitter.com/being_cool007/status/1739205171794629003#m,Wo Om Birla hai jo ki bjp Loksabha speaker hai,"Dec 25, 2023 · 8:43 AM UTC",0,0
https://twitter.com/ABPNews/status/1739182349311713490#m,WATCH | सीट शेयरिंग पर नहीं बनेगी बात तो क्या नीतीश बदल लेंगे रुख? देखिए '12 से 2- पॉलिटिकल शो' @vivekstake के साथ https://abplive.com/live-tv | @AshishSinghLIVE #AbpCVoter #OponionPolls #Loksabha #Bihar,"Dec 25, 2023 · 7:12 AM UTC",12,0
https://twitter.com/Utkarsh29090709/status/1739204859973571036#m,PM Modi's 'NaMo' App Launches 'Jan Man Survey' Ahead of Lok Sabha Polls https://www.deccanchronicle.com/nation/in-other-news/201223/pm-modis-namo-app-launches-jan-man-survey-ahead-of-lok-sabha-poll.html via NaMo App,"Dec 25, 2023 · 8:42 AM UTC",0,0
https://twitter.com/NewsArenaIndia/status/1738844456252776660#m,For 2024 Lok Sabha elections BJP will focus on positive campaigning and avoid mentioning negative topics.,"Dec 24, 2023 · 8:49 AM UTC",1851,26
https://twitter.com/Rajasthan_Tak/status/1739194743224176914#m,दोस्ती के बाद Gehlot पर क्यों भड़के Shekhawat ? Loksabha Election 2024 पर सबसे बड़ा दावा कर दिया!,"Dec 25, 2023 · 8:01 AM UTC",19,0
https://twitter.com/thewire_in/status/1739196919908384780#m,"Lull in Highway Construction Expected in FY25, Flagship Highway Projected Faces 6 Year Delay The shortfall may worsen with the model code of conduct for Lok Sabha elections in effect during January-March 2024. #Governance https://thewire.in/government/lull-in-highway-construction-expected-in-fy25-flagship-highway-projected-faces-6-year-delay","Dec 25, 2023 · 8:10 AM UTC",18,1
https://twitter.com/BJP4Maharashtra/status/1737768370089459811#m,जे बोललो ते करुन दाखवलं #rammandir #AmitShah #AmitShahInLokSabha #LokSabha #jayshreeram,"Dec 21, 2023 · 9:34 AM UTC",216,11
https://twitter.com/Policenama1/status/1739204130369950168#m,"Lok Sabha Election Survey | आज निवडणुका झाल्या तर जनतेचा कौल कोणाला? महायुतीला फटका; मविआ जोमात, सर्व्हेचे आकडे धक्कादायक! #LoksabhaElection2024 @Policenama1 @Policenama1  @ShivSenaUBT_ @Shivsenaofc @NCPspeaks @BJP4Maharashtra @INCMaharashtra https://policenama.com/lok-sabha-election-survey-lok-sabha-election-survey-bjp-shiv-sena-grand-alliance-suffers-in-maharashtra-congress-ncp-uddhav-thackeray-group-gains/","Dec 25, 2023 · 8:39 AM UTC",0,0
https://twitter.com/expounder_/status/1739204102545187047#m,Lok sabha TV,"Dec 25, 2023 · 8:39 AM UTC",0,0
https://twitter.com/changing_india_/status/1739016106692719032#m,"The Samajwadi Party alone can win 20-24 seats in 2024 Loksabha elections,their vote share was high in seats of - Saharanpur (India Alliance) -Muzaffarnagar(RLD) -Kairana -Shamli -Bijnor -Nagina -Moradabad -Rampur -Sambhal -Amroha -Baghpat -Banda -Fatehpur -Kaushambhi -Barabanki -Ambedkar Nagar -Basti -Lalganj -Azamgarh -Ghosi -Ballia -Jaunpur -Machhlishahar -Ghazipur -Bhadohi Phulpur, Pratapgarh,Kannauj,Mainpuri, Firozabad,Amethi,Rae Bareli. The tally can go upto 30 seats.","Dec 24, 2023 · 8:12 PM UTC",30,6
https://twitter.com/9newshindi/status/1739203251696996782#m,"कल्‍याण बनर्जी: अगर कोई खुद को टारगेट समझता है, तो मैं असहाय हूं #KalyanBanerjee #LokSabha #mimicrycontroversy #Parliamentcomplex #politicalnews #9newshindi #latesthindinews #dailynews #newsupdates #breakingnews #9newshindiupdates https://9newshindi.com/kalyan-banerjee-if-someone-considers-himself-a-target-then-i-am-helpless/","Dec 25, 2023 · 8:35 AM UTC",0,0
https://twitter.com/HimanshuLiveSp/status/1739202773735055526#m,"@narendramodi और @myogiadityanath का विरोध करते-करते #INDIAAlliance जनता विरोधी भी हो गया, हिन्दू धर्म को टारगेट करना इनका पेशा बन गया, उसके बाद कहेगे की EVM हैक है. असल मे हैक तो इनकी बुद्धि हो चुकी है. #LokSabha चुनावों मे सूपड़ा साफ हो जाएगा indi गैंग का. @yadavakhilesh","Dec 25, 2023 · 8:33 AM UTC",0,0
https://twitter.com/BuzzIndiaNow/status/1739202651085066585#m,"""Exciting! J-K Congress leaders set to meet Kharge to strategize for the upcoming Lok Sabha elections. Check out the details here: buzzindianow.com/cities/j-k-… #JammuAndKashmir #Congress #ElectionPreparations""","Dec 25, 2023 · 8:33 AM UTC",0,0
https://twitter.com/SharifA31152755/status/1739202575596138675#m,"https://invidious.perennialte.ch/shorts/syjr5AL9mr0?si=NObnWk5dH9zeNr45 aise hi laat padegi, 🙄🤔🙄😂😂👍 loksabha chunav 2024 please watch and subscribe my you tube channel 🙏🇮🇳🙌🌹❤️🙏 To see more posts like this and join Bharat Jodo Yatra - भारत जोड़ो यात्रा, click here 👇👇 https://kutumbapp.page.link/h2X6Wv5KjMX4Hfgb6","Dec 25, 2023 · 8:33 AM UTC",0,0
https://twitter.com/NEWSDAILY123/status/1739202565013909781#m,"1)PM: Four castes-poor, youth, women and farmers are very important for me- https://nitter.perennialte.ch/narendramodi/status/1739174912244510788 2)PM Modi and Lok Sabha Speaker Om Birla pay tributes to Madan Mohan Malaviya at Parliament on his birth anniversary. 3)NewsClick case: News portal's HR Head Amit Chakravarty moves Delhi court seeking to turn approver. 4)Media Rpt: A total of 63 JN.1 COVID variant cases reported in country till Dec 24. 34 cases from Goa, 9 from Mah, 8 from Karnataka, 6 from Kerala, 4 from Tamil Nadu and 2 from Telangana. 5)PM lays foundation stone of 60 MW Solar power plant being established in villages Samraj and Ashukhedi of Khargone district by Indore Municipal Corporation. PM also hands over cheques worth about Rs 224 crore dues of the Hukumchand Mill workers, to the official liquidator and heads of Labour Union of Hukumchand Mill, in Indore. 6)COVID in India: 628 fresh cases, active caseload at 4,054. 7)Plane with more than 300 passengers, mostly Indians, from France to land at Mumbai airport. 8)Army chief arrives in Jammu.","Dec 25, 2023 · 8:32 AM UTC",0,0
https://twitter.com/HoneyYakoob/status/1739202456876446045#m,@yadavakhilesh @samajwadiparty @MPDharmendraYdv @loksabha_badaun 🇧🇾✌️🇧🇾🚲🇧🇾✌️,"Dec 25, 2023 · 8:32 AM UTC",2,0
https://twitter.com/msnindia/status/1739202438916157564#m,Lok Sabha Election 2024: Here's all what ABP's Opinion Poll has to say about BJP's win! | Abp News https://msft.it/6018id3J2,"Dec 25, 2023 · 8:32 AM UTC",0,0
https://twitter.com/ChanakyaaTv/status/1739141440452841975#m,"""தமிழக அரசின் தோல்வி"" #TamilisaiSoundararajan #stalincm #thoothukudiflood","Dec 25, 2023 · 4:30 AM UTC",698,39
https://twitter.com/newsxnagaland/status/1739202308477792617#m,Congress Plans Bharat Jodo Yatra 2.0 Ahead of Lok Sabha Elections httpp://www.instagram.com/p/C1RPAk3PuIk/?igsh=MWJqb2oyZDJwMmd4bw==,"Dec 25, 2023 · 8:31 AM UTC",0,0
https://twitter.com/BJP4TamilNadu/status/1739201163168522529#m,தன்மானத்தை இழந்து I.N.D.I கூட்டணியில் தொடரும் திமுக.!,"Dec 25, 2023 · 8:27 AM UTC",670,21
https://twitter.com/MumbaichaDon/status/1737483029491093882#m,"Detailed Thread: Congrats HM .@AmitShah Ji for getting 3 Path-breaking bills passed in Lok Sabha to overhaul Criminal Laws. Bharat's got Laws 1st time which're “By Bharatiyas, For Bharatiyas, Of Bharatiyas"" Keeping Emotional Quotient aside, let me give IMPORTANT points. 1/20","Dec 20, 2023 · 2:40 PM UTC",11936,248
https://twitter.com/imRavikantYadav/status/1736947764230267215#m,'How MPs are suspended' :Well explained by Sh Arjun Sengupta #Parliament #ParliamentWinterSession #MPsuspended #LokSabha #speaker #RajyaSabha #Chairman #MemberofParliament #suspended #rules #SUSPENSION #Politics #Polity #UPSC Source: IE,"Dec 19, 2023 · 3:13 AM UTC",387,0
https://twitter.com/ianuragthakur/status/1739161292936819115#m,"Paid my humble tribute to former PM Shri Atal Bihari Vajpayee ji at 'Sadaiv Atal'. A giant of a man whose words & works, have inspired people for more than half a century and will continue to do so. He will always remain the guiding light for us.","Dec 25, 2023 · 5:48 AM UTC",957,32
https://twitter.com/NAMO_SELVI/status/1739200436442444006#m,இன்று முன்னாள் பிரதமர் கார்கில் நாயகன் திரு அடல் பிகாரி வாஜ்பாய் அவர்களின் பிறந்தநாளை முன்னிட்டு வட சென்னை கிழக்கு மாவட்டம் ராயபுரம் மத்திய மண்டல்,"Dec 25, 2023 · 8:24 AM UTC",4,2
https://twitter.com/annamalai_k/status/1739166838054072612#m,"Learning a new language expands our knowledge here & gets us closer to that culture, and the students from UP participating in #KashiTamilSangamam today are seen learning our Tamil language. #KashiTamilSangamam was envisioned by our Hon PM Thiru @narendramodi avl to foster the spirit of #EkBharatShreshthaBharat. The enthusiasm of these children to learn Tamil strengthens our Hon PM’s vision!","Dec 25, 2023 · 6:11 AM UTC",3422,84
https://twitter.com/ALOKKUM59332711/status/1739202019804729839#m,Chor ucchkao ko loksabha bhejenge darbhanga se SAMASTIPUR se to parinam kya hoga aaj bhi 2004 me 22_24 ghante darbhanga to Delhi wahi speed Aaj hi... ticket kharid mp ko batao 15 saal se darbhanga me one way main road kyu choura nhi hua ... kahi auto stand nhi khel maidan nhi,"Dec 25, 2023 · 8:30 AM UTC",0,0
https://twitter.com/NortheastToday/status/1739201899797360704#m,#Tripura | Tripura BJP MP Rebati Tripura begins energetic ‘Jana Sanyog’ drive in East Tripura PC ahead of 2024 Lok Sabha election. #northeasttoday #NortheastTodaymagazine #JanaSanyog #LokSabhaElections #BJP https://www.northeasttoday.in/2023/12/25/tripura-bjp-mp-rebati-tripura-begins-energetic-jana-sanyog-drive-in-east-tripura-pc-ahead-of-2024-lok-sabha-election/,"Dec 25, 2023 · 8:30 AM UTC",0,0
https://twitter.com/vvmspeaks/status/1739183549180448784#m,"Dear @YRDeshmukh, how can conclusions be drawn in Maharashtra from a survey when no party knows which seats they are contesting and who their opponents will be in the Lok Sabha elections?","Dec 25, 2023 · 7:17 AM UTC",15,4
https://twitter.com/Nitin255308715/status/1739201594783158405#m,"Congress will be redu ed to less than 50seats in Loksabha in 2024,no surprise if Rahul looses elections.","Dec 25, 2023 · 8:29 AM UTC",2,0
