,User,Tweet
5399,Pankajsinha2701,"Rahul Gandhi has gone out of senses during election campaign. When I felt, he has improved as politician then he shows again sign of being pappu. He will never become prime minister of India. The people will feel ashamed, if he is our leader. #RahulMasoodJiComment #BJP #Congress"
5400,sanketshelke_,"@Priyanka_inc_ @SwapnilKadu19 @RahulGandhi @narendramodi is having all qualities &amp; with proud I can say that he is my brother not like you Pappus sister.
 Can you say that you are Pappus sister? #Pappu #SisterBrother 
#LokSabhaElections2019 
Modi will be back with majority in 2k19 LS...Note it...."
5401,abhijit_sathe,"What has happened to @INCIndia? To score over @BJP4India, leaders are resorting to blatant lies caring little about country’s security interests. You are no better than #BJP trolls. #MasoodAzhar #AjitDoval #Kandahar @RahulGandhi @rssurjewala"
5402,Indianarmyfan_1,@TajinderBagga Guarantee that will be face of those who lose #LokSabhaElections2019 ... Esp the likes of Gandhi and kejriwal babu. 😂😂😂😂😂
5403,sanketshelke_,"@Priyanka_inc_ @SwapnilKadu19 Pappus sister you are just jesting with people's felling to support you brother Rahulji ji @RahulGandhi &amp; JeM Ji
#LoksabhaElections2019 
#RahulMasoodJiComment 
#RahulLovesTerrorists 
#MasoodAzharJi 
#ElectionCommission 
#ModiAgain2019 
#ModiHainTohMumkinHain 
#ModiUnstoppable"
5404,Pankajsinha2701,@sardesairajdeep @narendramodi @DailyO_ We don't have any challenger for Narendra Modi today in country. We lack charismatic politicians. Rahul Gandhi will never be accepted as prime minister of India by people. Sachin Dixit is more sensible and matured. Congress should groom him for national politics. #Congress #BJP
5405,Pankajsinha2701,@ashu1071988 @shiv0037 Congress will never win until Rahul Gandhi is their prime minister candidate. He will never be accepted by people of India. Our politicians can't win respect of people because the way they talk. #RahulMasoodJiComment #Congress #BJP
5406,AkhandP49583821,A man who is sitting on the second highest constitutional position called CHOR by Rahul Gandhi and they pay the highest respected words to a tererist. Wow amazing . #ModiHaiToMumkinHai #jaihind #NamoAgain #BJP #RahulLovesTerrorists
5407,saurabh_260291,"@RahulGandhi #RahulGandhi Sir kya sirf 5 saal ke wajeh se humlog 45 yr maximum unemployment pe hai?? ya isme apke party ka bhi koi hath hai. 
These series of events started long before BJP coming to power. Please sir stop fooling people of INDIA."
5408,PadamChowdhary,@RahulGandhi Unless you have truck with #BJP and their #EVMFraud gang you stand no chance to win a single seat from #Delhi.
5409,as110895,"#MasoodAzhar the master mind of #PulwamaAttack who needs to be punished. And our opposition leader @RahulGandhi giving him respect #MasoodAzharJi. What does that mean actually, #RahulLovesTerrorist. how many mistakes Rahul Gandhi wants to make. #RahulMasoodJiRemark #RahulGandhi"
5410,debanjans89,"@sambitswaraj @aniruddha_akash @RahulGandhi put that ""Ji"" in your back &amp; feel the ""G""-Force, while Indians will throw you out of the earth. Such people of @INCIndia are ANTI-NATIONALISTs. Unfortunately, he is the ""Adhyaksh"" of #Congress. Hence, #INC itself is #TerroristParty.
#SayNoToCongress
#NoCongressInGoI"
5411,devnc,"A new hashtag on how @RahulGandhi called ##MasoorAzad ji.
I really think #BJP is feeling da heat of #Elections2019 n tat's y hs sent it's henchmen aka @republic to create negative #publicity
#Republuc while u dnt get it BT we get the sarcasm of ji"
5412,Makebharatmahan,"@KapilMishra_IND @santsanjiv ... JUST TO BE CLEAR RAHULG, 
did you mean Masood Azhar G?
Is there something we need to know?
Ye bhi Gandhi hai kya?
@BJP4India #RSS #BJP"
5413,terence_fdes,"@mujworld @psmanwatkar @RanjitOne @Puneetvizh @divyaspandana @drshamamohd @kukk44 @DickDarryl @1mdkhan @youngroy25 @KPadmaRani1 @nehasamee11 @HARVEY_1978 @kkhushal9 @geetv79 @rkmarar9 @Tamil1947 @aayeff1 @SifatiAhad @zules7172 @priyapyadav18 @choyyan @aftabcalm @ManojM66 @INCIndia @RahulGandhi @priyankagandhi @digvijaya_28 @rssurjewala @priyankac19 @JM_Scindia @salman7khurshid @SachinPilot @RajBabbarMP @DrAMSinghvi @sanjaynirupam @OfficeOfKNath @CMMadhyaPradesh @AamAadmiParty @AAPDelhi @ArvindKejriwal Please do not polarise Delhi votes by going solo @INCIndia - We All will be Doomed 

Are your Egos more Important than Saving Democracy &amp; Free Speech @ArvindKejriwal @RahulGandhi &amp; The Opposition 😢

#LokSabhaElections2019 can free us all or DOOM us ALL BUT
#BJP_भगाओ_देश_बचाओ 🙏🏽"
5414,anupamnopany,Rahul Is the poster boy of BJP. All the media army can’t think of better tag lines for BJP than Rahul. All they need to do is to show his pictures and videos and tell the voters that they will get him as PPM if they don’t vote for BJP #LokSabhaElections2019
5415,aaditya1988,"@TimesNow Choice is definitely between Gandhi ji who asked to bring the other cheek if you get slapped on one and Ghodes, who killed Gandhi ji who asked to get slapped on second cheek.

Choice shouldn't be to get slapped again. #ModiOnceMore #LokSabhaElections2019"
5416,asarpotar,"@TimesNow Does @RahulGandhi know that MK Gandhi’s India was with NO @INCIndia!
It was to be dissolved. Now if he does not believe in the Mahatma’s vision, we will go with Modi’s India. No questions!
#LokSabhaElections2019 #Modi2019Wave #ModiForPM2019"
5417,PoliticsHumour,"@RahulGandhi No achievement in 5 yrs to talk about, hence #BJP is resorting to 'tucche tucche' propagandas 😏"
5418,PoliticsHumour,"How long was @RahulGandhi speech n how many times did he mention Azhar's name? And how many times did he add 'ji' to his name? What was d actual context of d entire sentence when he added 'ji'? Was he praising any of Azhar's work or talking in support of him?

#BJPTerrorism 
#BJP"
5419,debadutta_LFC,"Narendra Modi isn't perfect.
But I can't see a clown who calls the PM names such as chor, lootera but addresses globally recognised terrorist Masood Azhar as 'Ji', being the face of our nation. It'll be a dark day for India if Rahul Gandhi becomes the PM.
#Modi #RahulGandhi"
5420,cheez_m,"Chaukidar Chor Hai? And the terrorist Masood Azhar is ""Ji?"" - Is this who represents India? Oust this anti national Gandhi family from our political map, faster the better!! #Elections2019 #ShameOnYou #RahulGandhi"
5421,ThePranavShinde,"Giving respect to #MasoodAzharJi 
By #RahulGandhi 
He is pretty much matured
The main cause for Saying, It is a Part of Politics played by Rahul Gandhi. @INCIndia To gain the attention of whole India towards him. And We trolling him Had made him Successful 
#RahulLovesTerrorists"
5422,twitsheks,"#RahulGandhi abused people of #bihar and #UttarPradesh as many of our brothers are working all over india as watchman and he called them ""chor"" #Narendra_Modi #Bjp #sambitmahapatra during one of his rally where Rahul Gandhi said watchman means ""chor""."
5423,ThePranavShinde,"Giving respect to #MasoodAzharJi 
By #RahulGandhi 
He is pretty much matured &amp; educated Person. 
The main cause for Saying, It is a Part of Politics played by Rahul Gandhi. @INCIndia To gain the attention of whole India towards him. And We trolling him Had made him Successful"
5424,KhushbooTweets,"Give DNA Proof That You are a Hindu and Brahmin, @AnantkumarH Dares Rahul Gandhi.

Sir! What will you give to voters after your victory? Free DNA test of Gotra or Caste??

Why don't you feel ashamed for your shameless tongue?

#Elections2019 #LokSabhaElections2019"
5425,kishanchadaga,"What a dumb ass 😡 calling a terrorist as ji.waaww kya baat hey!! we should send rahul to Pakistan definitely he will win over there no problem.
#RahulMasoodJiComment
#MasoodAzharJi
#LokSabhaElections2019 
#nomorerahul"
5426,Kunal_6883,"Script writer for #congress and @RahulGandhi has also decided...
#AbkiBaarPhirModiSarkar #ModiHaiToMumkinHai 
#BJP #ModiForPM2019"
5427,AD8082009292,"Godse es desh ka first tha jisne Father of the Nation Mahatama Gandhi ji ko goli mre thi 
Aur bjp and Rss wala uska mandir bnkar puja krta hai 
#BJP Terrorism"
5428,mayureshsrivas4,"You wants to win elections, that's okay. Being a citizen of india, it's my duty to tell you Mr. Gandhi that the kind of speeches you're delivering in your rallies is completely untolerable and inappropriate. Fight against parties and not against India !!!#LokSabhaElections2019."
5429,k_critic,@karthikrp Rahul is making efforts addressing n impressing his electorate in Pakistan. After #LokSabhaElections2019 he will have no political future here.Hence he and his party will have to try their luck in the next #Pakistan elections😂.
5430,imrgk,@RahulGandhi There’s nothing that would go your side unless you pass the baton to an able person in the party. My family were staunch #INC supporters but things have changed drastically
5431,alpsvineet,"@RahulGandhi You're are in fighting position right know, don,t lose ur chance, else people will think the that ur a star parcharak of #bjp"
5432,k_critic,@TimesNow @smritiirani @navikakumar Rahul is making efforts addressing n impressing his electorate in Pakistan. After #LokSabhaElections2019 he will have no political future here.Hence he and his party will have to try their luck in the next #Pakistan elections😂.
5433,JhalaGadbad,"@RahulGandhi Sir definition of extremly well ??
Is it 272+ for congress??
#BJP is targetting 300+... Whats your target except modi ji n raphael..."
5434,chaloo_pandey,People are misunderstanding. #RahulGandhi . He meant Masood Azhar G not ji like Rahul G. And everyone knows what G stands for😊 #RahulMasoodJiComment
5435,the_AnuBhavKr,"Shame on you Rahul Gandhi. You proved that you are a real ""Pappu""
You are giving respect to those  who only deserves Death. 😏😐😐😐😐
#MasoodAzharJi 
#RAHULGANDHI 
#RahulLovesTerrorists"
5436,AshutoshNSvns,The damage caused by Rahul Gandhi's #MasoodAzharji comment will outdo what Digvijaya Singh's remark had done to Congress in 2014. No one can stop Modi &amp; #BJP from cashing #RahulLovesTerrorists issue!
5437,onkarbhutada,"@INCIndia @RahulGandhi If congress comea to power...India will get Ajhar""ji"" culture... Because #RahulLovesTerrorists #PappuMutra #BJP #ModiOnceMore Now only BJP is d option for better India"
5438,sheerpartriot,"Seriously...!!!
Shameful comment by Rahul Gandhi call 'ji'...
#RahulGandhi 
#Congress"
5439,mountains_peace,"Is Rahul Gandhi really a deserving candidate for Prime Minister ???

#ExposePakLovers #MasoodAzharJi #RahulGandhi #BJPKamalJyoti #BJP #CongressMuktBharatDay #ModiVsPakistan #ambaniwedding #INDvAUS #PoliticsLive #Airstrikes"
5440,shivvenus,"@timesofindia @RahulGandhi Today's India w/o #RahulGandhi and Thiers families India. Modi's India.
Bharat Mata ki jai."
5441,true__vs__false,"@INCIndia @RahulGandhi Godse killed Gandhi and your family destroyed Congresss party 😂😂😂. 

Godse - killer of Gandhi
Neharu-Gundhi family - Loooters of India

#RahulGandhi #Congress #LokSabhaElections2019"
5442,bhavinhjoshi,"If you vote for Rahul Rajeev Khan aka #RahulGandhi, #MasoodAzhar will be awarded 'Bhart Ratna'. #RahulLovesTerrorists"
5443,Imkalpesh17,"1st day after model code of conduct
Today hero of the day is rahul baba 
#LokSabhaElections2019 #RahulLovesTerrorists #74daystogo"
5444,AdharmNashak,"Difference between #BJP and #Congress 

BJP - OROP - Implemented One Rank One Pension for Indian Armed Forces! 

Congress - OROP - Implemented One Rahul One Priyanka !  

- By a master strategist !

#CongressMuktBharat 
#NaMoAgain2019"
5445,ajpatil88,@smritiirani If this is case... There is no doubt that @RahulGandhi aka pappu maybe involved in all these attacks in India... Respect to terrorist must leave our India... Boycott #inc
5446,I_mst_,"Rahul Baba performing Ganga Puja.

NDTV Journalist : What puja was that ??
Rahul - I have no Idea, They asked me, so I performed. 🤣😂

#RahulGandhi #RahulGandhiForPM"
5447,CaptAKJ,"@waglenikhil Perhaps his son has more trust in #BJP led by @PMOIndia @narendramodi than the party his father belongs to &amp; led by @RahulGandhi .
#LokSabhaElections2019"
5448,PriyanGMenon,@ANI You are a third rate fellow Rahul and you stoop to any any low level. You dont know your religion and is not proud of it. Your body language itself shows you are a man with no self esteem and confidence @RahulGandhi #India #LokSabhaElections2019 #PhirEKBaarModiSarkar #IndiaFirst
5449,itsme_your_himu,"@RahulGandhi Thoda history padh le bhai if you dont know about Kandhar hizack then shut your mouth and sit at home 
At that time govt. Has to save more then 200 lives 

Hate Bjp dont hate your country man 

#RahulLovesTerrorists 
#LokSabhaElections2019"
5450,sid_varanasi,"Why are we surprised that Rahul Gandhi has called Jaish-e-Mohammed chief Masood Azhar Ji?
Have we forgotten that he went to JNU to support scum who paid tribute to Afzal Guru, mastermind of the attack on India's Parliament?
#RahulLovesTerrorists #RahulMasoodJiComment
#RahulGandhi"
5451,Ruchi_Mahi,"Congress Fr U

Rahul Gandhi calls Masood Azhar Ji

Digvijay calls Osama Ji &amp; Hafiz Saeed Sahab

Digvijay blamed Indians fr 26/11

Sonia cried over Batla Encounter

Mani Shankar begs to Pakistan to remove Modi

Is Rahul C?😂
#RahulLovesTerrorists #RahulGandhiPagalHai #RahulGandhi"
5452,bharathr002,Rahul Gandhi is a lost case for t he Congress.. You don't need modi or shah to defeat Congress when you have such reckless and clueless leaders leading you. #RahulGandhi #ji
5453,AKLalB,"@Being_Humor ""Firoz Khan JI Puncher Wala"" shops opening soon in Amethi Raebareli &amp; Phulpur in fond memory of Husband of Indira, father of Rajiv Gandhi &amp; Grand Father of @RahulGandhi @PriyankaVadra of @INCIndia #LokSabhaElections2019 #Elections2019 #India #Indians #NewsAlert #BreakingNews"
5454,TheMilanPatel1,"Rahul is not even eligible to become ""Sarpanch"" (Elected Village Head). Please don’t deteriorate the honorable position of Prime Minister. His age has increased but his mind is not developed. #RahulMasoodJiComment #RahulGandhi #RahulLovesTerrorists  #RahulMasoodJiRemark"
5455,coolvinay0201,"@RahulGandhi and @INCIndia please get this clear, put all effort from Head to Toe. Congress will not come to power in 2019. People know whom to vote and whom to not vote. Be prepared for the heavy to heavy Loss. #BJP for next 5 year. Abki baar 400 paar."
5456,DeepakS91203153,"@sambitswaraj #rahulgandhi 
Isse Jyada ummid bhi Nahi hai Apse Rahul Gandhi ji Same but lage Raho we need your support to to Continue Rising India"
5457,rajeskotian,"Arnab is going to do tandav today on Rahul calling terrorist ""Masoodji"" @republic
#RahulLovesTerrorists 
#LokSabhaElections2019 #PhirEkBaarModiSarkar"
5458,Anukul_Behera,@abpnewshindi @RahulGandhi Of course Modi with RSS as when any natural calamities/disaster occurs there you must find these RSS people not you the Gandhi people or Congress VIP politicians. You can only so regret/sympathy to the victims. That's the credibility... #RahulGandhi sir just...
5459,samratsarkar_,@ZeeNews Rahul Gandhi is a #BJP by heart but due to family pressure he has to adjust himself. 😐
5460,sonishrivastav5,"#Elections announced,vote seekers &amp; #voters need to #act responsibily.Our decision will decide next 5 years&amp;India needs to be a #mature #democracy with a high youth voterbase.#BJP #INCIndia @RahulGandhi @narendramodi @yadavakhilesh @ArvindKejriwal @MamataOfficial let's be serious"
5461,AhmedSh62406580,@RajatSharmaLive @INCIndia @RahulGandhi @indiatvnews #RajatBeSharma Compromised tattoo of #BJP
5462,Mihirlawyer,"From WhatsApp: 

Delhi airport is named as Indira Gandhi Airport because 

It has the highest No of Emergency exits. :) 

🤣🤣🤣

#Elections2019 #BJP"
5463,SauravSinghBJP,"@NayakRagini @RahulGandhi @INCDelhi 🇮🇳 Vote For BJP 
#BJPVijaySankalpBikeRally 
#BJP #BJPMission2019"
5464,damanilesh,"@rssurjewala sir jiiiii by this definition “ji” are you also sarcastically calling Rahulbaba ji @RahulGandhi  your own people making fun of you baba 
#ModiHaiToMumkinHai #BJP #ModiAgain2019"
5465,twitsheks,@abpnewstv Time to choose masood azhar ji fan #RahulGandhi Gandhi  ( #congress) and patriot (#bjp) #NarendraModi modi.
5466,surajpandey9971,@RahulGandhi nor do we want Gandhi's India niether we want godse's India. We all want our India to be like the way the likes of  Honorable Shaheed Bhagat Singh and Chandra Shekhar Azaad ji has imagined. #RahulLovesTerrorists #RahulMasoodJiComment #RahulGandhi
5467,ashishJhaadani1,"@sambitswaraj There are several issues through which you can run your election campaign 
Do not use this as a election campaign .Meanwhile Rahul Gandhi have become star pracharak of #BJP"
5468,drashokpatel,"Digvijaya - Osama ji 

Surjewala - Afzal Guru ji

Rahul Gandhi - Mazood Azhar ji

Dear Indians,please remember all these things before you Vote!😊🙏

#RahulLovesTerrorists #LokSabhaElections2019 #osamaji
#ElectionsWithNews18"
5469,neer8788,"@rsprasad Rahul Gandhi is giving evidence that ,who is his Father. #RahulMasoodJiRemark #RahulGandhi"
5470,awlok_singh,"@smitaprakash I agree youth with you madam the voice of @narendramodi much much much louder and Rahul Gandhi, feel if he start saying same word what is the volume and Eco of  that sound. #LokSabhaElections2019 #Election2019"
5471,aneil_cena,What's your thoughts for that earlier the day @rahulgandhi had some appreciated to @ajharjiiiiiiii###### on the #international indhira gandhi stadium #bjp #electioncommission
5472,GizBunnyy,"#congress #leader is saying @NarendraModi looks like #terrorists,
#bjp leader is saying @RahulGandhi loves terrorists.
News channels are #trending on terrorists.
&amp;
A terrorists is blushing every second reading about him all the time."
5473,satyen68,@sambitswaraj Rahul Ji Please tell our country people what happened when you caught red handed with drugs in #USA airport Kabhi #BJP ke PM ko bhi Atal Ji keh diya karo...Thanks kar doh..?@RahulGandhi @INCIndia @KapilMishra_IND @TajinderBagga @cpd1945
5474,kapilsingal24,#RahulLovesTerrorists I think @KapilSibal @digvijaya_28 @rssurjewala @RahulGandhi are main star face for #BJP.. They are made easy win to #Modi becuz of their stupidity.. Last time #manishankaraiyar played major role in BJP win..
5475,Kunal_Tweeets,Indira was given the title Gandhi but the next generation took Mother's award and forgot Father's n Grandfather's Surname. Where is Nehru lost in India.#BJP @RahulGandhi @narendramodi @PMOIndia @tusharbbsr
5476,NewsHtn,"Congress Working Committee (CWC) to meet in Gujarat tomorrow, after almost 58 years. Hardik Patel to be inducted into party. Priyanka Gandhi likely to address her first public rally after joining politics #LokSabhaElections2019"
5477,drmeghnathverma,Rahul Gandhi has fear of Muslim vote so that he is use respectful word for terrorist Masood hazhar as JI.... But he has no shame when he abuses so many our prime Minister Modi ji. #saynotocongress #LokSabhaElections2019 #PhirEkBaarModiSarkar
5478,gunjanm_,"Rahul Gandhi can now forget about winning the 2019 elections. It's no longer about ModivsRaGa, it's no longer about BJPvsCongress, it's now about IndianvsNonIndian, it's now about NationalistvsAntiNationalist #RahulLovesTerrorists #RahulGandhi"
5479,DisDatNothin,"Rahul Gandhi will be a disaster.
Mamta Banerjee would be an apocalyptic disaster. #ElectionWar2019 #RahulGandhi"
5480,rohitology,"Masood azhar ji???? Rahul ji are you for real? I think This would be much better name/title for #raga “Rahul Masood Azhar Gandhi” ji.
#RahulLovesTerrorists #RahulGandhi"
5481,DaymaKalpesh,"@narendramodi @capt_amarinder How shameful it is Rahul gandhi has wished him yet. And PM is wishing.
This is humbleness of our PM.
#Election2019
#RahulGandhi
#NarendraModi
#CONgressEkBailKatha
#AbkiBaarPhirModiSarkar"
5482,IManuragsingh,"So after Diggy raja now Mr. Gandhi is obliging terrorist Masood Azar as ""Masood Azar ji""

Wow !!!
This will cost u alot Mr. Gandhi, Nation won't tolerate this anymore.

#RahulLovesTerrorist
#RahulGandhi"
5483,RaghvenSharma,@INCIndia @RahulGandhi Twisting the history as per convenience is the modus operandi of #Congress. Every person in freedom struggle is as important as any leader. #BJP will win and lousy losers will curse.
5484,shankey_raj,"@JhaSanjay Correct Sir, 
Gandhi ji's idea was to dismantle the @INCIndia after independence now is the time to achieve that. #Congressmuktbharat #LokSabhaElections2019 #ModiHaiToMumkinHai
#PhirEkBaarModiSarkar"
5485,Zubair08702174,"@waglenikhil #congress had more BHAGWA minded people compared to other parties. 

If you see #bjp more than half of the members MP are shifted from congress. 

NO WONDER @INCIndia @INCKarnataka @RahulGandhi"
5486,sa8ypr,"@RahulGandhi They released but in all years, never bothered to kill those absconding terrorists.

#BJP and #Modi must think about it. The party is responsible for various attacks in India and supporting terrorist activities."
5487,UrMalli,"@dhruv_rathee Fear of #PhirEkBaarModiSarkar &amp; fear of what Michael Mama will reveal about chor @RahulGandhi whose whole #KhandanOnBail for Corruption effect is clearly visible in your frustration.
Well it's a known fact that Modi drives alot of ppl crazy &amp; ur one of them #LokSabhaElections2019"
5488,Avadhutwaghbjp,"Mahatma Gandhi written a book ""The story of my experiments with truth""

Now his self proclaimed follower shall soon launch a book ""The diary of my experiments with untruth""
#RahulGandhi"
5489,saiprakash2786,@RahulGandhi Is this gentleman seriously a case of brain freeze??...anyways we are glad that this will be finally over next month..#RahulGandhiPagalHai #INC ..may God bless him healthy recovery 🙏🙏
5490,dammitshah,"AAP and BSP can be two major beneficiaries in #LokSabhaElections2019.

The idea is to hijack the messaging around New India in unique ways.

Rahul Gandhi, Narendra Modi ka bheekh nahi chahiye deshwaasiyo ko, TBH.

@ArvindKejriwal @Mayawati"
5491,ketanlagoo,@RajatSharmaLive . Why you are having #bjp candidates in your #AapKiAdalat . Would love to have @RahulGandhi .@KapilSibal or @digvijaya_28
5492,bengapinto,"@srivatsayb @RahulGandhi 🇮🇳INDIA KNOWS🇮🇳 Chest thumper &amp; cronies. 
#ChowkidarChorHai #ChowkidarHiChorHai #ModiSeNaHoPayega #ModiMadeDisaster #RafaleFiles #RafaleDeal #RahulGandhiForPM #BJP_भगाओ_देश_बचाओ #BJPJootaFight #bjp420party
#RahulGandhi #priyankachaturvedi  @dhruv_rathee @rssurjewala @KPadmaRani1"
5493,bengapinto,"@KPadmaRani1 @RahulGandhi 🇮🇳INDIA KNOWS🇮🇳 Chest thumper &amp; cronies. 
#ChowkidarChorHai #ChowkidarHiChorHai #ModiSeNaHoPayega #ModiMadeDisaster #RafaleFiles #RafaleDeal #RahulGandhiForPM #BJP_भगाओ_देश_बचाओ #BJPJootaFight #bjp420party
#RahulGandhi #priyankachaturvedi  @dhruv_rathee @rssurjewala @KPadmaRani1"
5494,bengapinto,"@RahulGandhi 🇮🇳INDIA KNOWS🇮🇳 Chest thumper &amp; cronies. 
#ChowkidarChorHai #ChowkidarHiChorHai #ModiSeNaHoPayega #ModiMadeDisaster #RafaleFiles #RafaleDeal #RahulGandhiForPM #BJP_भगाओ_देश_बचाओ #BJPJootaFight #bjp420party
#RahulGandhi #priyankachaturvedi  @dhruv_rathee @rssurjewala @KPadmaRani1"
5495,Nawaz78692,@ZuberGopalani @RahulGandhi Sometimes i really feel that biggest Mahagathbandhan is between #bjp and #congress...!!!
5496,zameera75943497,@Khursheed_ind @RahulGandhi @Sunil_Congressi @pankhuripathak @sanjaynirupam @Badal_INC @desi_veeer @indianmuslim123 @INCIndia @IYC @INCUttarPradesh @SanjeevAnandINC @AcharyaPramodk @priyankagandhi @ShashiTharoor @PoojaCongress @CongressSevadal @tehseenp Next pm #RahulGandhi
5497,ahmedsazid996,"Congratulations to Bhai @HardikPatel_ for taking a good decision to join #Congressparty
I hope you will change the politics in Gujarat and save democracy from the hand of these #chors
#INC 
@RahulGandhi"
5498,PratapGo,"@dhaval8456 @nanditathhakur @RahulGandhi "" I HAVE NO IDEA""Rahul ji repiled, then why you are doing all this ????????????
#PhirEKBaarModiSarkaar #ModiOnceMore 
#BJP #Modi"
5499,BlogDrive,"Who Are You Voting for in #LokSabhaElections2019 ?
#DemonetisationYaadRakhna
#ModiVsPakistan
#Congress
#BJP
@INCIndia @BJP4India 
@narendramodi @RahulGandhi"
5500,iammohanrajat,@narendramodi Our Prime Minister is just like a Himalaya who is standind for all of us in every moderate condition just to protect the nation from contaminated neighbouring nations . Proud to be an Indian under his leadership @INCIndia @RahulGandhi #BJP4India #BJP
5501,Rappudada,"@vivekagnihotri If this tension between India and Pakistan happened in Indira Gandhi times, She would have declared emergency and postponed #LokSabhaElections2019  by at least a year!!
#ElectionCommission #Elections2019"
5502,MUSTAFA_LUSTRE,"@RahulGandhi if this true, for sure this is true as the Team which works with @RahulGandhi @INCIndia dont caters to #FakeNews #FakeFacts thats the difference between #RahulGandhi &amp; #Tadipar who often misintitpirt the #IndianHisotry #Facts the saying #FactsDontLiePeopleDo holds good with #BJP"
5503,skay15,"@vivekagnihotri @Online_Florista @RahulGandhi @RahulGandhi adding insult to injury here. You do know you’ll be a more worthy Indian if you were to cut out on the hypocrisy, right? @ShashiTharoor you have a lot to say about Modi - how about you start the gyaan closer to home?? #shame #RahulGandhi"
5504,i_mPups,"Just 2 months left for Rahul Gandhi and Congress to work hard ,

and attain another Moral victory in elections by losing to Modi. 🕺😂

#LokSabhaElections2019 
#Elections2019 #ElectionCommission @INCIndia @BJP4India #BJP #ModiUnstoppable"
5505,IntelZombie,"@narendramodi being better that @RahulGandhi won't become the selective criteria for PM race.
@BJP4India has given false commitments and #BJP has to answer it now. Time to ask questions."
5506,GuruFlying,"@JhaSanjay Gandhi and Nehru divided  our country. precisely  Nehru wnated to become PM.come what may. decided to partition Akhand Bharat .
Bharat suffering since 1947.
we will teach a lesson to Gandhi family in this election.
Zamke Dalo vote BJP Ko.
#LokSabhaElections2019"
5507,SaumyadeepDas4,"(Con.) This is really a very shameful matter for the world's largest democracy that party's like Congress exists in this country and candidates like Rahul Gandhi contest for the post of PM of the country. #CongressPakistanUnited #FinalStrike 
#LokSabhaelections2019"
5508,SaumyadeepDas4,"A person like Rahul Gandhi who,and his mother,is convicted for National Herald Scam by Delhi HC is going to contest election for the PM's post in 2019 LS elections and they are the head of the party which is convicted for hundreds of scams in India. (Con.)
#LokSabhaelections2019"
5509,kumardurgesh262,"@RahulGandhi Sir @RahulGandhiJi I pray to u as a #BigBrother &amp; join #Hands with u that I want to leave the #BJP &amp; come to #Congress.Please join us in your #Party,Sir #LokSabhaElection is near by 2019 &amp; I also want to work hard with u in this #Election.I Request u.
@RahulGandhi Ji"
5510,SocialAmit,"@htTweets @INCIndia should send some pics of Rahul &amp; Manmohan Singh to @htTweets

#LokSabhaElections2019
#ElectionsWithHT"
5511,shrutisri25,"@RahulGandhi ""The ballot is stronger than bullet"". - Abraham Lincoln
Mr. Rahul you will receive your reply in coming elections. 
#Election2019 #PhirEkBaarModiSarkar #NarendraModi #pmoindia"
5512,tweetsofaboy,"@RahulGandhi I believe one day you will become PM: Pro Modi

#LokSabhaElections2019 
#ElectionCommission"
5513,VjHarshita,"@RahulGandhi 😂 😂 😂Pappu tu modi ko kitna miss miss krta h na.Her post m modi ji ye modi ji wo.Arey we know our PM.And he the best.U not need to tell us abt anything.We know ur pappu works and modi ji 's work n really guys if u are educated then uh will definitely go for modi
#NarendraModi"
5514,PrithaBandyop10,"@Khushal26378475 @Raja31722012 @WuntakalL @AnthonySald @watdehel @Samyuktha1908 @Deep4INC @priyapyadav18 @ManojM66 @DEBKANCHAN @bka_bk @b_k70 @Jai_Maharaj_ @RanjitOne @anup071254 @lets_say_truth @udaybhat1954gm2 @anandbadkul @AvijitSinha5 @henryaustin0 @kukk44 @pragnik @joehandsome79 @PandeIndira @bharatk8 @DrPawan_Gupta @scrapravi @nehasamee11 @South_Indians @sudhirkaveri @20bizmen @ProsaicView @mcavoyed2 @VazeIndian @DickDarryl @NARESHRMEHTA @yusufiosys @Puneetvizh @AvinashGowds @sadasnk @badgag235 @priyankasures @harmony1960 @amitmalviya @India_Policy @SwarajyaMag @OpIndia_com @KPadmaRani1 #RahulGandhi UTurn on CAG report :-
Rahul Gandhi was asking where is CAG report on Rafale?

Now says CAG report is worthless.😏😂 #Rafaledeal #rafale 
@RahulGandhi @INCIndia 

#BJP #merapariwarbhajpapariwar #NaMoAgain2019 #NarendraModi"
5515,RGspeak,"@tinucherian @SquareGas @narendramodi @RBI @a2n1n1a2 @DeccanHerald @shankarsview @imFmoharkan @nkaggere @RahulGandhi @pbhushan1 @_YogendraYadav @anand_journo The RBI directors dissent on DeMo, prior to 8th Nov, is now public. It can be the tool for Opposition to get the voters move away from BJP's National Security Narrative to their own respective hardships since that fateful day #LokSabhaElections2019 #Demonetisation"
5516,dharamkalia,#LokSabhaElections2019 I think the difference is being made by who goes to see a urologist. Rahul Gandhi was misinformed that he is at the height of his powers and he should keep going. Modi is better off since he doesn't need one!!
5517,JithinDVarghese,@TimesNow @narendramodi @RahulGandhi This channel is the most biased one.. These guys have started the campaign for #BJP in there entire conversation they do nt discuss about the concern or problem india faced during the bjp era
5518,PrateekJain28,"@gauaggbjp @RahulGandhi 315-320 seats BJP alone will win.
Bookmark this tweet.

#LokSabhaElections2019 
#PhirEkBaarModiSarkar 
#May23WithArnab"
5519,AyushRa91935517,"This election is going to be heart💜❤ breaking for pitty congress
Mr Rahul Gandhi you will be shattered into pieces
#TukdeTukdeGang you will be demolished this time 
#LokSabhaElections2019"
